id	NoAdaptersSRR925687_NoPcr__PE	NoAdaptersSRR925688_NoPcr__PE	NoAdaptersSRR925697_NoPcr__PE	NoAdaptersSRR925703_NoPcr__PE	NoAdaptersSRR925714_NoPcr__PE	NoAdaptersSRR925716_NoPcr__PE	NoAdaptersSRR925720_NoPcr__PE	NoAdaptersSRR925721_NoPcr__PE	NoAdaptersSRR925726_NoPcr__PE	NoAdaptersSRR934634_NoPcr__PE	NoAdaptersSRR934636_NoPcr__PE
ENSG00000042286.13	6.92	2.49	7.18	6.15	19.36	15.83	11.72	14.76	24.01	12.42	2.46
ENSG00000042317.15	3.76	2.04	1.23	5.44	1.93	1.66	2.08	1.58	1.42	4.84	7.33
ENSG00000042429.9	13.66	7.35	38.06	21.29	62.97	23.36	17.11	10.23	28.58	13.22	10.81
ENSG00000042445.12	48.36	85.47	11.41	23.61	17.26	24.64	39.26	52.46	26.47	40.15	38.30
ENSG00000042493.14	201.00	25.85	106.52	12.26	84.97	178.53	252.64	391.95	254.22	431.92	1897.89
ENSG00000042753.10	313.71	245.02	270.43	117.47	185.97	316.86	240.32	279.92	435.87	293.04	107.77
ENSG00000042832.10	0.26	4.41	0.02	0.80	0.00	0.42	0.87	1.36	0.00	1.45	0.32
ENSG00000043039.6	0.53	0.50	0.03	0.30	0.00	0.09	0.09	0.11	0.00	2.12	1.95
ENSG00000043093.12	3.28	8.60	11.38	16.20	28.73	9.35	10.90	6.36	4.96	1.03	0.78
ENSG00000043143.19	23.22	24.55	11.59	16.79	17.84	27.04	39.59	22.08	31.67	42.64	46.03
ENSG00000043355.9	8.43	4.42	23.82	2.41	1.11	33.83	8.92	1.69	36.55	2.60	12.77
ENSG00000043514.14	11.41	15.15	15.13	14.83	28.33	8.97	14.17	12.50	12.00	16.00	31.12
ENSG00000044090.7	6.17	8.47	15.91	12.92	7.20	13.51	6.80	12.76	8.05	4.26	61.37
ENSG00000044115.19	146.55	261.33	135.22	115.63	136.91	162.84	192.01	208.10	230.71	199.21	224.67
ENSG00000044446.10	16.22	13.89	13.92	7.71	8.03	3.46	15.21	12.84	12.92	6.47	11.92
ENSG00000044459.13	1.65	0.68	3.28	5.61	8.37	3.50	1.82	1.02	0.00	1.34	0.72
ENSG00000044524.9	0.01	1.66	8.81	0.08	0.02	0.22	0.00	0.00	0.00	0.00	1.53
ENSG00000044574.7	283.88	68.71	198.36	83.58	238.59	94.82	136.24	161.86	96.05	124.08	123.12
ENSG00000046604.11	44.34	55.69	0.08	21.92	93.79	0.50	45.61	49.46	21.89	24.08	0.67
ENSG00000046647.12	22.39	26.14	12.97	7.81	4.70	3.43	13.21	11.51	3.80	8.31	15.41
ENSG00000046651.13	7.37	8.87	6.82	7.87	4.92	4.39	13.12	7.39	5.98	6.23	14.89
ENSG00000046653.13	1.37	5.71	0.05	1.40	1.30	0.21	12.76	0.95	0.15	4.22	0.00
ENSG00000046774.9	0.00	0.00	0.06	0.07	0.00	5.67	0.00	0.00	0.00	0.00	0.00
ENSG00000047056.13	7.56	12.30	6.50	4.03	18.97	7.18	8.83	11.32	10.38	7.73	5.47
ENSG00000047188.14	5.72	4.64	7.38	8.59	13.08	7.67	7.27	4.16	5.41	1.25	1.91
ENSG00000047230.13	5.72	1.68	4.79	3.59	2.08	2.13	3.09	4.46	4.40	0.78	1.05
ENSG00000047249.15	47.83	34.81	45.49	48.56	47.17	46.76	41.02	35.33	24.50	71.75	46.39
ENSG00000047315.13	42.50	30.39	52.54	79.85	77.07	27.95	41.48	28.28	68.30	5.64	17.87
ENSG00000047346.11	5.91	9.36	1.46	2.35	2.91	2.51	5.25	7.47	4.86	0.45	2.00
ENSG00000047365.10	2.78	2.97	0.09	0.61	1.64	0.40	2.79	0.97	2.08	0.51	0.08
ENSG00000047410.12	26.89	22.20	41.72	53.60	45.82	25.28	37.35	20.15	36.11	43.73	21.19
ENSG00000047457.12	0.00	0.00	0.40	0.63	1.78	0.00	0.00	4.32	0.15	0.00	0.00
ENSG00000047578.11	8.70	6.36	10.62	15.55	10.82	9.28	7.76	10.54	4.68	3.45	21.62
ENSG00000047579.18	8.00	14.74	27.56	17.79	10.53	16.90	9.56	10.20	25.15	27.76	20.12
ENSG00000047621.10	4.92	6.44	8.78	10.63	18.44	10.90	5.35	6.08	9.56	4.14	3.64
ENSG00000047634.13	4.69	3.52	10.66	6.19	7.11	3.48	3.87	2.40	13.84	3.82	2.46
ENSG00000047644.16	5.44	12.56	15.17	7.89	2.46	4.32	5.84	6.07	17.50	5.19	19.48
ENSG00000047648.20	0.09	0.00	2.78	0.93	0.00	0.44	0.00	0.14	0.00	0.00	0.03
ENSG00000047849.20	81.93	87.69	84.68	113.89	61.48	101.45	75.29	72.06	90.47	89.28	119.78
ENSG00000047932.12	6.59	7.96	23.06	40.93	11.89	7.97	10.07	8.20	8.80	5.62	9.38
ENSG00000047936.9	6.77	0.18	0.08	0.13	0.05	0.04	10.37	15.65	0.00	1.57	0.01
ENSG00000048028.10	3.41	5.77	8.60	11.53	7.83	4.33	20.17	5.30	10.91	3.03	6.73
ENSG00000048052.20	1.30	2.05	4.16	2.11	0.99	5.37	0.51	6.76	5.64	0.28	15.33
ENSG00000048140.16	44.31	37.82	26.69	27.34	35.48	39.54	37.25	44.95	61.01	37.26	101.51
ENSG00000048162.18	88.64	52.69	102.03	44.00	89.78	141.33	122.48	70.47	101.08	169.12	151.13
ENSG00000048342.14	18.05	6.05	5.89	3.31	5.03	6.86	7.78	6.19	15.29	3.62	1.59
ENSG00000048392.10	14.78	9.87	4.29	11.60	11.17	4.96	13.58	7.41	4.24	4.74	5.53
ENSG00000048405.8	5.06	4.83	7.49	8.86	4.38	9.26	6.70	5.83	5.17	3.55	5.13
ENSG00000048471.12	5.71	3.85	1.07	7.66	2.86	4.58	3.15	3.46	1.32	2.08	7.43
ENSG00000048540.13	0.31	0.05	0.00	1.76	0.34	0.29	0.07	0.00	9.04	0.00	0.00
ENSG00000048544.5	16.01	17.66	30.32	32.64	18.48	20.43	23.05	20.22	40.90	14.04	28.17
ENSG00000048649.12	10.66	13.09	25.79	20.60	26.50	12.02	12.65	9.98	14.80	17.55	14.28
ENSG00000048707.12	3.73	9.91	3.68	9.85	4.44	5.12	5.18	6.79	1.89	5.12	8.01
ENSG00000048740.16	0.00	0.42	0.00	2.82	0.21	1.17	0.00	0.00	14.63	0.11	0.00
ENSG00000048828.15	91.31	46.03	70.62	75.15	211.87	73.74	85.32	55.06	86.55	132.56	133.24
ENSG00000048991.15	22.48	14.92	20.65	19.34	42.74	15.47	27.51	35.07	37.09	30.54	26.10
ENSG00000049089.12	0.28	0.00	0.00	0.12	2.68	0.31	0.00	0.81	1.80	0.00	0.15
ENSG00000049130.12	7.83	13.92	5.87	23.93	3.41	7.66	2.35	5.73	2.29	1.82	0.90
ENSG00000049167.12	7.10	1.52	9.15	8.19	8.49	4.20	5.32	4.74	6.23	3.04	2.04
ENSG00000049192.13	1.44	0.13	11.47	0.49	5.13	5.15	0.90	8.56	1.51	1.29	1.06
ENSG00000049239.11	4.71	6.23	8.21	4.20	2.23	5.94	5.97	2.73	6.16	4.29	23.76
ENSG00000049245.11	53.68	42.33	87.41	51.30	49.49	45.35	48.83	29.53	58.21	36.15	43.22
ENSG00000049246.13	3.59	2.27	18.46	5.41	3.25	14.15	0.48	0.66	1.32	0.37	11.74
ENSG00000049283.16	35.83	29.63	0.07	0.02	0.27	0.05	1.26	1.50	0.00	0.72	0.55
ENSG00000049323.14	19.36	12.00	9.03	11.30	2.92	76.85	83.36	20.94	8.30	84.21	25.05
ENSG00000049449.7	32.04	23.76	93.80	139.20	86.56	63.00	52.28	58.79	75.19	12.45	53.87
ENSG00000049540.15	0.00	0.00	0.43	0.08	1.27	0.32	0.00	0.07	0.04	0.00	0.00
ENSG00000049541.9	55.33	13.60	59.64	43.01	47.01	84.69	43.17	27.96	114.41	55.70	24.05
ENSG00000049618.20	6.77	15.11	20.81	19.13	11.32	15.09	13.68	11.29	9.67	8.28	55.40
ENSG00000049656.12	161.16	109.45	191.84	187.23	271.85	277.10	188.66	199.64	236.40	208.11	173.35
ENSG00000049759.15	37.82	37.23	5.51	26.49	60.72	38.84	25.39	29.34	39.24	15.18	47.95
ENSG00000049769.11	1.87	2.57	7.26	1.32	0.27	2.11	1.80	1.92	6.29	4.64	35.92
ENSG00000049860.12	56.27	44.41	106.31	64.87	48.25	60.82	42.90	51.92	41.16	88.63	83.15
ENSG00000049883.13	9.05	5.05	7.66	5.73	5.34	3.45	5.36	4.31	2.67	5.81	3.80
ENSG00000050130.16	21.08	19.35	23.49	58.69	57.01	21.68	25.04	23.69	40.34	7.56	5.53
ENSG00000050165.16	60.94	117.91	55.23	29.04	58.78	15.78	0.49	0.24	2.04	20.35	39.94
ENSG00000050327.13	16.84	26.80	0.00	0.04	3.14	0.65	18.94	8.50	2.20	46.33	0.50
ENSG00000050344.8	9.49	1.18	4.54	6.89	6.84	2.05	1.74	4.17	15.97	0.91	0.78
ENSG00000050393.10	2.64	4.98	16.85	15.89	16.07	7.34	12.30	5.37	15.92	2.65	19.52
ENSG00000050405.12	61.52	44.46	30.38	35.52	71.53	41.84	47.40	12.96	28.40	45.54	9.35
ENSG00000050426.14	33.09	70.09	30.19	48.72	49.98	37.23	31.93	26.75	28.86	51.14	68.48
ENSG00000050438.15	0.34	0.06	1.41	2.02	2.26	1.91	0.04	0.05	0.14	0.00	2.27
ENSG00000050555.16	0.00	0.00	0.16	3.21	1.75	0.03	0.00	0.00	0.01	0.00	1.21
ENSG00000050730.14	0.00	0.00	1.11	22.75	0.47	0.29	1.71	9.70	0.00	0.00	0.51
ENSG00000050748.16	19.56	26.65	25.97	25.91	36.19	12.34	45.68	18.05	48.43	21.77	38.05
ENSG00000050767.14	0.00	0.19	0.31	0.55	0.05	13.76	0.00	0.00	0.00	0.09	84.96
ENSG00000050820.15	92.43	31.27	128.32	16.04	21.73	83.90	52.51	98.61	96.52	62.15	91.20
ENSG00000051009.9	12.39	18.66	7.09	4.94	7.18	10.59	19.21	27.75	10.35	15.20	25.73
ENSG00000051108.13	79.13	43.14	42.53	50.84	75.21	32.15	45.08	97.45	65.21	24.57	160.61
ENSG00000051128.17	95.24	56.00	57.66	67.69	18.13	106.09	66.12	119.36	24.85	94.69	116.80
ENSG00000051180.15	18.58	7.92	35.55	27.66	14.15	21.05	23.22	11.16	40.45	20.85	6.44
ENSG00000051341.12	3.72	1.25	4.38	8.06	6.14	3.61	2.01	1.65	2.92	0.33	0.10
ENSG00000051382.7	10.78	14.72	9.33	12.39	20.19	10.93	14.97	10.08	12.79	9.85	4.62
ENSG00000051523.9	0.31	1.84	70.03	105.28	98.18	0.69	0.38	0.51	237.27	100.58	0.85
ENSG00000051596.8	131.93	194.58	55.13	85.38	91.08	47.98	110.57	48.39	101.45	106.06	47.89
ENSG00000051620.9	6.17	28.39	6.27	7.76	17.78	8.56	10.54	17.30	6.53	15.00	20.96
ENSG00000051825.13	2.39	2.10	9.49	25.09	31.18	8.69	5.13	2.75	20.65	7.91	4.24
ENSG00000052126.13	13.03	19.66	6.88	4.13	10.75	3.58	9.07	11.30	13.08	5.15	0.99
ENSG00000052344.14	54.67	203.98	0.00	0.12	0.04	0.21	12.47	62.84	0.22	31.02	0.00
ENSG00000052723.10	32.65	15.39	22.59	19.00	75.25	23.35	15.08	27.53	38.56	21.05	63.59
ENSG00000052749.12	22.58	12.01	33.83	19.50	27.65	45.01	23.38	17.52	32.67	55.31	112.41
ENSG00000052795.11	1.82	2.46	2.85	2.20	4.38	4.58	2.41	2.63	4.75	2.01	6.03
ENSG00000052802.11	73.48	59.70	8.79	30.09	18.19	13.33	34.89	22.26	16.81	38.00	3.83
ENSG00000052841.13	9.71	13.07	19.45	16.90	22.34	26.53	23.03	21.18	17.29	11.49	34.59
ENSG00000052850.5	0.04	0.00	0.03	0.20	4.15	0.16	0.02	0.03	0.00	0.00	0.04
ENSG00000053108.15	0.24	3.86	0.00	0.73	0.87	0.00	0.24	0.00	0.00	0.00	0.16
ENSG00000053254.14	3.46	11.09	19.04	11.37	1.09	16.64	7.53	1.57	9.49	8.86	10.44
ENSG00000053371.11	60.61	33.26	36.68	36.86	16.14	65.70	33.32	13.79	53.53	40.65	62.40
ENSG00000053372.4	57.04	19.04	54.96	30.26	53.45	69.56	50.29	19.34	51.78	65.50	55.69
ENSG00000053438.8	3.61	3.74	0.77	0.96	3.38	0.91	2.32	0.79	0.65	2.10	0.98
ENSG00000053501.11	33.05	21.10	28.14	11.38	14.89	47.41	34.76	36.01	17.52	26.24	100.16
ENSG00000053524.10	0.70	1.59	0.91	0.71	0.92	0.24	0.51	4.65	0.22	1.22	0.83
ENSG00000053747.14	132.11	76.79	3.24	1.86	1.10	0.04	180.46	317.22	0.13	169.81	1.26
ENSG00000053770.10	14.43	13.74	7.62	22.61	17.15	6.66	11.21	5.91	14.70	16.66	14.76
ENSG00000053900.9	8.89	6.77	7.58	18.16	14.34	5.98	9.23	7.36	11.38	4.01	0.60
ENSG00000054116.10	68.82	50.32	58.45	65.23	34.02	54.34	59.70	68.79	45.63	116.33	123.00
ENSG00000054118.12	53.89	30.34	50.45	68.72	44.91	38.61	44.51	34.49	53.26	48.04	30.30
ENSG00000054148.16	197.08	215.17	97.56	41.45	46.97	113.10	132.70	158.32	130.56	179.49	102.51
ENSG00000054179.10	3.38	3.58	0.00	0.10	0.16	0.00	12.00	1.20	0.00	1.91	0.00
ENSG00000054219.10	0.00	0.02	0.00	0.32	0.93	0.05	0.40	11.37	0.00	0.00	0.01
ENSG00000054267.19	4.91	9.58	6.43	19.65	13.44	4.49	11.61	6.61	9.84	6.00	3.35
ENSG00000054277.11	17.99	20.76	5.93	5.23	3.58	5.06	42.42	30.73	5.38	10.77	3.16
ENSG00000054282.14	6.90	5.20	6.99	8.76	19.74	13.42	17.47	7.62	7.73	20.13	12.04
ENSG00000054356.12	0.14	0.00	0.00	8.16	0.14	0.00	0.00	0.00	0.00	0.00	24.95
ENSG00000054392.11	1.03	5.09	0.65	7.00	1.29	0.59	1.30	2.05	2.21	1.34	2.87
ENSG00000054523.15	5.70	8.31	12.68	21.54	14.63	11.45	9.35	3.72	6.24	5.19	6.58
ENSG00000054598.6	1.89	4.17	9.75	3.27	3.40	4.29	3.36	4.46	1.86	4.77	5.00
ENSG00000054611.12	15.57	22.85	8.51	10.80	10.84	20.24	11.31	17.38	12.11	13.70	14.59
ENSG00000054654.14	8.97	27.25	7.04	20.60	15.19	11.66	31.79	1.83	7.33	34.60	3.74
ENSG00000054690.12	3.47	1.87	0.53	1.49	2.16	1.10	2.96	1.31	2.88	2.68	2.53
ENSG00000054793.12	7.57	7.37	2.35	12.18	2.85	6.98	8.38	7.76	1.45	6.81	16.93
ENSG00000054938.14	0.00	0.00	4.10	0.12	3.60	0.00	0.00	0.00	0.19	0.00	0.00
ENSG00000054965.9	13.11	15.57	20.68	8.49	15.74	17.27	8.45	8.83	12.96	8.02	22.78
ENSG00000054967.11	10.27	2.89	13.29	3.16	8.05	16.79	8.76	11.18	19.85	11.72	5.37
ENSG00000054983.15	3.10	3.85	2.65	3.51	6.67	4.96	0.00	2.34	7.40	0.99	2.05
ENSG00000055044.9	62.63	20.43	65.20	81.17	108.86	62.80	60.81	30.52	65.52	65.13	48.78
ENSG00000055070.15	84.44	65.30	84.16	62.30	97.70	126.01	74.12	48.30	99.98	94.67	221.99
ENSG00000055130.14	37.73	20.71	29.64	66.34	35.23	22.68	49.31	27.85	35.25	39.22	24.19
ENSG00000055147.16	8.10	9.44	6.39	11.40	7.67	9.08	11.71	10.02	3.65	1.20	2.13
ENSG00000055163.17	10.38	46.58	1.75	0.63	0.85	2.10	11.94	2.26	3.62	8.27	11.05
